year,author,method,reporting raw,reportScore,reportingOT,reportGrade,methods raw,methodsScore,methodsOT,methodsGrade
2010,Petersen I,SCCS,0,0,,,1,100,,
2013,Petersen I,SCCS,0,0,,,1,100,,
2013,Petersen I,SCCS,0,0,,,0.5,50,,
2011,Plascencia-Hernandez A,SCCS,0,0,,,1,100,,
2011,Pluscauskas M,SCCS,0,0,,,1,100,,
2009,Pocock S,SCCS,0.5,50,,,0.5,50,,
2011,Potter BK,SCCS,0,0,,,1,100,,
2011,Potter BK,SCCS,0,0,,,1,100,,
1995,Pugh S,SCCS,0,0,,,1,100,,
2013,Pugliatti M,SCCS,0,0,,,1,100,,
2013,Qian L,SCCS,1,100,,,1,100,,
2013,Quinn HE,SCCS,0,0,,,1,100,,
2013,Ram M,SCCS,1,100,,,1,100,,
2013,Raman SR,SCCS,0,0,,,0,0,,
2011,Raschetti R,SCCS,0.5,50,,,1,100,,
2013,Raschetti R,SCCS,0,0,,,1,100,,
2013,Rauscher M,SCCS,1,100,,,1,100,,
2011,Renoiner EIM,SCCS,0,0,,,1,100,,
2013,Rett M,SCCS,0,0,,,1,100,,
2011,Rezk GHP,SCCS,0,0,,,1,100,,
2004,Rhodes P,SCCS,0,0,,,1,100,,
2010,Ridolfi A,SCCS,0,0,,,1,100,,
2012,Roberts L,SCCS,0,0,,,1,100,,
2012,Rodriguez-Casero V,SCCS,0,0,,,1,100,,
2013,Romio SA,SCCS,0,0,,,1,100,,
2011,Ross C,SCCS,0,0,,,1,100,,
2012,Ross C,SCCS,0,0,,,1,100,,
2007,Ross EM,SCCS,0,0,,,1,100,,
2011,Rothwell D,SCCS,0,0,,,1,100,,
1995,Rush M,SCCS,0,0,,,1,100,,
2011,Sach T,SCCS,0,0,,,0.5,50,,
2011,Salmaso S,SCCS,0.5,50,,,1,100,,
2013,Salmon D,SCCS,0,0,,,1,100,,
2001,Sanchez MV,SCCS,0,0,,,1,100,,
2001,Santiago MA,SCCS,0,0,,,1,100,,
2013,Santuccio C,SCCS,0,0,,,1,100,,
2013,Sanz N,SCCS,0,0,,,1,100,,
2001,Sardinas MAG,SCCS,0,0,,,1,100,,
2011,Sato HK,SCCS,0,0,,,1,100,,
2011,Schlegel C,SCCS,0,0,,,1,100,,
2011,Schuler R,SCCS,0,0,,,1,100,,
2011,Seabroke S,SCCS,0,0,,,1,100,,
2013,Seabroke S,SCCS,0,0,,,1,100,,
2001,Setia S,SCCS,0,0,,,1,100,,
2001,Shinefield HR,SCCS,0,0,,,1,100,,
2012,Shoup JA,SCCS,0,0,,,1,100,,
2011,Silva CLO,SCCS,0,0,,,1,100,,
2013,Silverman B,SCCS,0,0,,,1,100,,
2011,Siriwardena AN,SCCS,0.5,50,,,1,100,,
2013,Skeldon SC,SCCS,0,0,,,1,100,,
2003,Smeeth L,SCCS,0,0,,,0.5,50,,
2004,Smeeth L,SCCS,0,0,,,1,100,,
2005,Smeeth L,SCCS,0,0,,,1,100,,
2005,Smeeth L,SCCS,0,0,,,1,100,,
2005,Smeeth L,SCCS,0,0,,,0,0,,
2005,Smeeth L,SCCS,0,0,,,0.5,50,,
2008,Smeeth L,SCCS,0,0,,,0,0,,
2008,Smeeth L,SCCS,0,0,,,0.5,50,,
2009,Smeeth L,SCCS,0.5,50,,,0.5,50,,
2009,Smeeth L,SCCS,0,0,,,0.5,50,,
2009,Smeeth L,SCCS,0,0,,,0,0,,
2012,Smeeth L,SCCS,0.5,50,,,0.5,50,,
2003,Smith C,SCCS,0,0,,,0.5,50,,
2003,Smith C,SCCS,0,0,,,1,100,,
2005,Smith C,SCCS,0,0,,,1,100,,
2005,Smith C,SCCS,0,0,,,1,100,,
2005,Smith C,SCCS,0,0,,,0,0,,
2005,Smith C,SCCS,0,0,,,0.5,50,,
2011,Smith C,SCCS,0.5,50,,,0.5,50,,
2011,Smith C,SCCS,0.5,50,,,0.5,50,,
2012,Sparen P,SCCS,0,0,,,1,100,,
2011,Sparks R,SCCS,0,0,,,1,100,,
2011,Spila-Alegiani S,SCCS,0.5,50,,,1,100,,
2004,Spyr C,SCCS,0,0,,,1,100,,
2004,Steffen R,SCCS,0,0,,,1,100,,
2012,Stokes BJ,SCCS,1,100,,,0,0,,
2013,Storsaeter J,SCCS,0,0,,,1,100,,
2001,Stowe J,SCCS,0,0,,,1,100,,
2001,Stowe J,SCCS,0,0,,,1,100,,
2006,Stowe J,SCCS,0,0,,,1,100,,
2007,Stowe J,SCCS,0,0,,,1,100,,
2007,Stowe J,SCCS,0,0,,,1,100,,
2007,Stowe J,SCCS,0,0,,,1,100,,
2008,Stowe J,SCCS,0,0,,,1,100,,
2009,Stowe J,SCCS,0,0,,,1,100,,
2009,Stowe J,SCCS,0,0,,,1,100,,
2011,Stowe J,SCCS,1,100,,,1,100,,
2011,Stowe J,SCCS,0,0,,,1,100,,
2012,Stowe J,SCCS,1,100,,,1,100,,
2006,Stukel TA,SCCS,0.5,50,,,1,100,,
2009,Stukel TA,SCCS,0.5,50,,,1,100,,
2013,Sturkenboom MCM,SCCS,0,0,,,1,100,,
2013,Sturmer T,SCCS,0,0,,,0,0,,
2011,Summar M,SCCS,0,0,,,1,100,,
2012,Sun Y,SCCS,0,0,,,1,100,,
2012,Svanstrom H,SCCS,1,100,,,1,100,,
2012,Sy Lina S,SCCS,1,100,,,1,100,,
2013,Sy Lina S,SCCS,1,100,,,1,100,,
2003,Tata LJ,SCCS,0,0,,,1,100,,
2005,Tata LJ,SCCS,0,0,,,0,0,,
2005,Tata LJ,SCCS,0,0,,,0.5,50,,
2011,Tate J,SCCS,0,0,,,1,100,,
2003,Tattersfield A,SCCS,0,0,,,0.5,50,,
2001,Taylor B,SCCS,0,0,,,1,100,,
2001,Taylor B,SCCS,0,0,,,1,100,,
2001,Taylor B,SCCS,0,0,,,1,100,,
2003,Taylor B,SCCS,0,0,,,1,100,,
2007,Taylor B,SCCS,0,0,,,1,100,,
2007,Taylor B,SCCS,0,0,,,1,100,,
2007,Taylor B,SCCS,0,0,,,1,100,,
2009,Taylor B,SCCS,0,0,,,1,100,,
2000,Teixeira MG,SCCS,1,100,,,1,100,,
2005,Thiem DV,SCCS,0.5,50,,,1,100,,
2013,Thirugnanam U,SCCS,0,0,,,1,100,,
2005,Tho HL,SCCS,0.5,50,,,1,100,,
2009,Thoma J,SCCS,0.5,50,,,1,100,,
2004,Thomas SL,SCCS,0,0,,,1,100,,
2013,Thomson A,SCCS,0,0,,,1,100,,
2012,Timmis  A,SCCS,0.5,50,,,0.5,50,,
2011,Tinajero-Pizano R,SCCS,0,0,,,1,100,,
2012,Tokars JI,SCCS,0,0,,,1,100,,
2011,Toledo-Cortina G,SCCS,0,0,,,1,100,,
2011,Tomba GS,SCCS,0.5,50,,,1,100,,
2012,Torres FJ,SCCS,0.5,50,,,1,100,,
2012,Toth E,SCCS,0,0,,,1,100,,
2005,Trach DD,SCCS,0.5,50,,,1,100,,
2011,Traversa G,SCCS,0.5,50,,,1,100,,
2012,Tseng HF,SCCS,1,100,,,1,100,,
2013,Tseng HF,SCCS,1,100,,,1,100,,
2012,Tu Karen,SCCS,1,100,,,0.5,50,,
2013,Tu Karen,SCCS,1,100,,,0.5,50,,
2011,Tubert-Bitter P,SCCS,0,0,,,1,100,,
2006,Upshur RE,SCCS,0.5,50,,,1,100,,
2004,Vallance P,SCCS,0,0,,,1,100,,
2013,van der Maas N,SCCS,0,0,,,1,100,,
2011,Van Walraven C,SCCS,0,0,,,1,100,,
2012,Vedsted P,SCCS,0,0,,,1,100,,
2012,Velazquez FR,SCCS,0.5,50,,,1,100,,
2012,Vellozzi C,SCCS,0,0,,,1,100,,
2013,Vellozzi C,SCCS,0,0,,,1,100,,
2007,Verity CM,SCCS,0,0,,,1,100,,
2012,Verstraeten T,SCCS,0.5,50,,,1,100,,
2012,Vestergaard M,SCCS,0,0,,,1,100,,
2012,Viray M,SCCS,0,0,,,1,100,,
2005,von Seidlein L,SCCS,0.5,50,,,1,100,,
2001,Waight P,SCCS,0,0,,,1,100,,
2001,Waight P,SCCS,0,0,,,1,100,,
2003,Waight P,SCCS,0,0,,,1,100,,
2007,Waight P,SCCS,0,0,,,1,100,,
2006,Walsh D,SCCS,0,0,,,1,100,,
2001,Ward JI,SCCS,0,0,,,1,100,,
2007,Ward KN,SCCS,0,0,,,1,100,,
2012,Weibull CE,SCCS,0,0,,,1,100,,
2012,Weinmann S,SCCS,1,100,,,1,100,,
2010,Weintraub ES,SCCS,0.5,50,,,1,100,,
2011,Weintraub ES,SCCS,0,0,,,1,100,,
2012,Weintraub ES,SCCS,0,0,,,1,100,,
2012,Weintraub ES,SCCS,1,100,,,1,100,,
2013,Weintraub ES,SCCS,1,100,,,1,100,,
2011,Welch-Burke T,SCCS,0,0,,,1,100,,
2003,West J,SCCS,0,0,,,1,100,,
2005,West J,SCCS,0,0,,,1,100,,
2005,West J,SCCS,0,0,,,0,0,,
2005,West J,SCCS,0,0,,,0.5,50,,
2001,Wharton M,SCCS,0,0,,,1,100,,
2005,Whitaker HJ,SCCS,0,0,,,0,0,,
2013,Whitaker HJ,SCCS,0,0,,,1,100,,
2013,Whitaker HJ,SCCS,0,0,,,0.5,50,,
2012,Whyte IM,SCCS,1,100,,,0,0,,
2012,Wijeratne T,SCCS,0,0,,,1,100,,
2013,Wijlaars LPMM,SCCS,0,0,,,0.5,50,,
2006,Wilson K,SCCS,0.5,50,,,1,100,,
2011,Wilson K,SCCS,0,0,,,1,100,,
2011,Wilson K,SCCS,0.5,50,,,1,100,,
2011,Wilson K,SCCS,0,0,,,1,100,,
2012,Wilson K,SCCS,1,100,,,1,100,,
2012,Wilson K,SCCS,0,0,,,1,100,,
2013,Wilson K,SCCS,0,0,,,1,100,,
2013,Wilson K,SCCS,1,100,,,1,100,,
2006,Wise L,SCCS,0,0,,,1,100,,
2009,Wise L,SCCS,0,0,,,1,100,,
2012,Wise M,SCCS,0,0,,,1,100,,
2010,Woodman RJ,SCCS,0,0,,,1,100,,
2013,Wu Wan-Jen,SCCS,0.5,50,,,1,100,,
2011,Xu Stan,SCCS,0,0,,,1,100,,
2012,Xu Stan,SCCS,0,0,,,1,100,,
2013,Yang Hsu-Wen,SCCS,0.5,50,,,1,100,,
2013,Yang Shu-Er,SCCS,0.5,50,,,1,100,,
2013,Yih K,SCCS,0,0,,,1,100,,
2001,Zanardi LR,SCCS,0,0,,,1,100,,
2013,Zhang T,SCCS,0,0,,,1,100,,
2004,Zhou W,SCCS,0,0,,,1,100,,
2011,Zhu Yuwei,SCCS,0,0,,,1,100,,
2009,Zinman L,SCCS,0.5,50,,,1,100,,
2013,Zuber P,SCCS,0,0,,,1,100,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
